step,value
0,24.0
1,38.0
2,42.0
3,16.0
4,26.0
5,114.0
6,45.0
7,47.0
8,136.0
9,26.0
10,140.0
11,200.0
12,83.0
13,72.0
14,85.0
15,38.0
16,70.0
17,19.0
18,55.0
19,74.0
20,46.0
21,78.0
22,200.0
23,90.0
24,128.0
25,81.0
26,83.0
27,16.0
28,95.0
29,70.0
30,74.0
31,63.0
32,82.0
33,78.0
34,76.0
35,73.0
36,55.0
37,89.0
38,79.0
39,200.0
40,81.0
41,93.0
42,200.0
43,89.0
44,90.0
45,19.0
46,77.0
47,64.0
48,200.0
49,115.0
50,97.0
51,94.0
52,83.0
53,57.0
54,99.0
55,81.0
56,100.0
57,200.0
58,95.0
59,114.0
60,100.0
61,88.0
62,66.0
63,118.0
64,81.0
65,115.0
66,100.0
67,96.0
68,85.0
69,115.0
70,136.0
71,106.0
72,117.0
73,97.0
74,112.0
75,71.0
76,113.0
77,92.0
78,137.0
79,115.0
80,114.0
81,200.0
82,117.0
83,124.0
84,200.0
85,200.0
86,200.0
87,200.0
88,200.0
89,164.0
90,200.0
91,200.0
92,200.0
93,200.0
94,200.0
95,200.0
96,124.0
97,124.0
98,109.0
99,128.0
100,200.0
101,107.0
102,111.0
103,107.0
104,103.0
105,200.0
106,200.0
107,200.0
108,200.0
109,200.0
110,138.0
111,200.0
112,200.0
113,200.0
114,200.0
115,120.0
116,134.0
117,106.0
118,136.0
119,200.0
120,128.0
121,128.0
122,200.0
123,134.0
124,200.0
125,200.0
126,200.0
127,122.0
128,119.0
129,123.0
130,148.0
131,145.0
132,111.0
133,112.0
134,114.0
135,120.0
136,200.0
137,136.0
138,133.0
139,103.0
140,128.0
141,124.0
142,122.0
143,200.0
144,200.0
145,122.0
146,119.0
147,117.0
148,200.0
149,98.0
150,200.0
151,200.0
152,200.0
153,134.0
154,200.0
155,119.0
156,119.0
157,112.0
158,122.0
159,133.0
160,141.0
161,139.0
162,200.0
163,128.0
164,129.0
165,137.0
166,150.0
167,200.0
168,150.0
169,200.0
170,200.0
171,200.0
172,200.0
173,200.0
174,200.0
175,200.0
176,200.0
177,200.0
178,200.0
179,200.0
180,200.0
181,200.0
182,200.0
183,200.0
184,200.0
185,200.0
186,200.0
187,200.0
188,200.0
189,200.0
190,200.0
