step,value
0,18.0
1,17.0
2,10.0
3,58.0
4,200.0
5,76.0
6,10.0
7,33.0
8,100.0
9,20.0
10,200.0
11,51.0
12,110.0
13,32.0
14,20.0
15,35.0
16,34.0
17,21.0
18,31.0
19,36.0
20,28.0
21,200.0
22,47.0
23,64.0
24,31.0
25,35.0
26,200.0
27,16.0
28,37.0
29,200.0
30,200.0
31,44.0
32,28.0
33,26.0
34,84.0
35,108.0
36,22.0
37,44.0
38,33.0
39,42.0
40,36.0
41,22.0
42,52.0
43,51.0
44,34.0
45,23.0
46,24.0
47,11.0
48,24.0
49,10.0
50,40.0
51,48.0
52,64.0
53,135.0
54,11.0
55,20.0
56,26.0
57,43.0
58,74.0
59,200.0
60,25.0
61,21.0
62,152.0
63,28.0
64,60.0
65,83.0
66,46.0
67,69.0
68,67.0
69,28.0
70,36.0
71,26.0
72,36.0
73,31.0
74,50.0
75,55.0
76,118.0
77,31.0
78,55.0
79,51.0
80,200.0
81,45.0
82,70.0
83,27.0
84,50.0
85,27.0
86,65.0
87,87.0
88,26.0
89,37.0
90,123.0
91,69.0
92,27.0
93,38.0
94,58.0
95,28.0
96,200.0
97,19.0
98,27.0
99,50.0
100,20.0
101,200.0
102,24.0
103,26.0
104,56.0
105,28.0
106,31.0
107,26.0
108,200.0
109,20.0
110,97.0
111,29.0
112,29.0
113,32.0
114,43.0
115,37.0
116,23.0
117,42.0
118,42.0
119,200.0
120,132.0
121,12.0
122,23.0
123,54.0
124,38.0
125,200.0
126,50.0
127,122.0
128,81.0
129,200.0
130,25.0
131,84.0
132,38.0
133,27.0
134,41.0
135,31.0
136,119.0
137,196.0
138,39.0
139,40.0
140,40.0
141,57.0
142,21.0
143,29.0
144,42.0
145,109.0
146,32.0
147,28.0
148,200.0
149,100.0
150,32.0
151,200.0
152,149.0
153,60.0
154,51.0
155,56.0
156,40.0
157,43.0
158,68.0
159,193.0
160,42.0
161,73.0
162,42.0
163,24.0
164,26.0
165,27.0
166,43.0
167,31.0
168,55.0
169,36.0
170,84.0
171,62.0
172,26.0
173,76.0
174,29.0
175,62.0
176,83.0
177,68.0
178,54.0
179,41.0
180,33.0
181,25.0
182,40.0
183,153.0
184,33.0
185,59.0
186,70.0
187,27.0
188,68.0
189,30.0
190,38.0
191,79.0
192,30.0
193,60.0
194,27.0
195,15.0
196,61.0
197,90.0
198,29.0
199,29.0
200,41.0
201,35.0
202,45.0
203,24.0
204,53.0
205,92.0
206,24.0
207,25.0
208,28.0
209,42.0
210,49.0
211,49.0
212,28.0
213,81.0
214,37.0
215,34.0
216,80.0
217,200.0
218,42.0
219,47.0
220,46.0
221,58.0
222,32.0
223,79.0
224,35.0
225,53.0
226,24.0
227,19.0
228,46.0
229,33.0
230,52.0
231,74.0
232,65.0
233,29.0
234,62.0
235,71.0
236,112.0
237,126.0
238,33.0
239,40.0
240,47.0
241,72.0
242,56.0
243,37.0
244,30.0
245,42.0
246,34.0
247,68.0
248,92.0
249,29.0
250,115.0
251,25.0
252,43.0
253,38.0
254,45.0
255,116.0
256,40.0
257,39.0
258,32.0
259,30.0
260,55.0
261,74.0
262,30.0
263,30.0
264,42.0
265,60.0
266,49.0
267,84.0
268,53.0
269,59.0
270,42.0
271,28.0
272,28.0
273,63.0
274,41.0
275,38.0
276,100.0
277,46.0
278,99.0
279,98.0
280,91.0
281,111.0
282,76.0
283,38.0
284,37.0
285,41.0
286,142.0
287,37.0
288,63.0
289,81.0
290,38.0
291,68.0
292,40.0
293,73.0
294,40.0
295,53.0
296,35.0
297,49.0
298,71.0
299,32.0
300,40.0
301,37.0
302,64.0
303,46.0
304,32.0
305,38.0
306,52.0
307,52.0
308,28.0
309,48.0
310,52.0
311,48.0
312,24.0
313,75.0
314,40.0
315,74.0
316,28.0
317,44.0
318,88.0
319,34.0
320,56.0
321,53.0
322,95.0
323,122.0
324,147.0
325,106.0
326,35.0
327,41.0
328,60.0
329,57.0
330,142.0
331,24.0
332,23.0
333,84.0
334,18.0
335,35.0
336,63.0
337,29.0
338,29.0
339,46.0
340,30.0
341,122.0
342,53.0
343,129.0
344,84.0
345,149.0
346,168.0
347,184.0
348,186.0
349,55.0
350,36.0
351,28.0
352,39.0
353,50.0
354,73.0
355,91.0
356,92.0
357,118.0
358,42.0
359,162.0
360,126.0
361,136.0
362,180.0
363,167.0
364,152.0
365,92.0
366,185.0
367,103.0
368,83.0
369,78.0
370,75.0
371,38.0
372,26.0
373,64.0
374,42.0
375,110.0
376,55.0
377,98.0
378,58.0
379,33.0
380,86.0
381,173.0
382,121.0
383,59.0
384,151.0
385,160.0
386,122.0
387,50.0
388,52.0
389,59.0
390,69.0
391,67.0
392,72.0
393,67.0
394,124.0
395,42.0
396,59.0
397,81.0
398,200.0
399,50.0
400,200.0
401,64.0
402,52.0
403,63.0
404,50.0
405,61.0
406,50.0
407,49.0
408,50.0
409,81.0
410,58.0
411,59.0
412,74.0
413,144.0
414,96.0
415,69.0
416,88.0
417,151.0
418,74.0
419,62.0
420,48.0
421,72.0
422,133.0
423,68.0
424,49.0
425,54.0
426,88.0
427,155.0
428,79.0
429,70.0
430,50.0
431,57.0
432,88.0
433,69.0
434,51.0
435,112.0
436,66.0
437,80.0
438,137.0
439,81.0
440,73.0
441,52.0
442,69.0
443,125.0
444,149.0
445,122.0
446,165.0
447,145.0
448,154.0
449,190.0
450,143.0
451,153.0
452,200.0
453,145.0
454,158.0
455,53.0
456,155.0
457,78.0
458,85.0
459,189.0
460,62.0
461,60.0
462,78.0
463,92.0
464,200.0
465,162.0
466,95.0
467,131.0
468,132.0
469,118.0
470,145.0
471,145.0
472,184.0
473,168.0
474,78.0
475,52.0
476,88.0
477,54.0
478,95.0
479,182.0
480,184.0
481,181.0
482,174.0
483,135.0
484,127.0
485,176.0
486,178.0
487,165.0
488,82.0
489,107.0
