step,value
0,19.0
1,9.0
2,13.0
3,9.0
4,9.0
5,10.0
6,9.0
7,19.0
8,11.0
9,9.0
10,11.0
11,15.0
12,13.0
13,10.0
14,19.0
15,11.0
16,15.0
17,9.0
18,10.0
19,9.0
20,10.0
21,10.0
22,9.0
23,10.0
24,12.0
25,9.0
26,12.0
27,22.0
28,27.0
29,35.0
30,15.0
31,27.0
32,37.0
33,20.0
34,26.0
35,27.0
36,26.0
37,21.0
38,51.0
39,45.0
40,82.0
41,45.0
42,61.0
43,51.0
44,40.0
45,36.0
46,30.0
47,51.0
48,38.0
49,32.0
50,32.0
51,32.0
52,36.0
53,37.0
54,35.0
55,37.0
56,37.0
57,52.0
58,35.0
59,44.0
60,52.0
61,43.0
62,37.0
63,77.0
64,51.0
65,47.0
66,43.0
67,136.0
68,200.0
69,142.0
70,52.0
71,57.0
72,53.0
73,53.0
74,46.0
75,44.0
76,45.0
77,47.0
78,65.0
79,34.0
80,69.0
81,41.0
82,47.0
83,50.0
84,73.0
85,94.0
86,45.0
87,63.0
88,48.0
89,200.0
90,83.0
91,58.0
92,42.0
93,200.0
94,54.0
95,42.0
96,33.0
97,32.0
98,102.0
99,35.0
100,35.0
101,55.0
102,46.0
103,58.0
104,84.0
105,85.0
106,39.0
107,40.0
108,42.0
109,100.0
110,96.0
111,66.0
112,28.0
113,39.0
114,45.0
115,200.0
116,58.0
117,67.0
118,200.0
119,200.0
120,45.0
121,84.0
122,38.0
123,102.0
124,200.0
125,200.0
126,66.0
127,41.0
128,61.0
129,43.0
130,38.0
131,47.0
132,38.0
133,32.0
134,52.0
135,58.0
136,40.0
137,113.0
138,200.0
139,45.0
140,67.0
141,35.0
142,38.0
143,111.0
144,64.0
145,107.0
146,42.0
147,46.0
148,35.0
149,46.0
150,92.0
151,38.0
152,124.0
153,48.0
154,41.0
155,89.0
156,83.0
157,95.0
158,200.0
159,131.0
160,135.0
161,200.0
162,95.0
163,200.0
164,96.0
165,67.0
166,75.0
167,51.0
168,200.0
169,86.0
170,122.0
171,56.0
172,96.0
173,63.0
174,200.0
175,200.0
176,100.0
177,200.0
178,114.0
179,200.0
180,55.0
181,36.0
182,104.0
183,82.0
184,200.0
185,41.0
186,146.0
187,200.0
188,200.0
189,69.0
190,49.0
191,72.0
192,200.0
193,119.0
194,200.0
195,143.0
196,200.0
197,200.0
198,200.0
