step,value
0,9.0
1,9.0
2,11.0
3,10.0
4,50.0
5,39.0
6,55.0
7,8.0
8,32.0
9,8.0
10,47.0
11,9.0
12,9.0
13,9.0
14,53.0
15,11.0
16,10.0
17,8.0
18,9.0
19,10.0
20,8.0
21,9.0
22,65.0
23,69.0
24,49.0
25,9.0
26,10.0
27,9.0
28,9.0
29,10.0
30,9.0
31,8.0
32,18.0
33,74.0
34,48.0
35,32.0
36,34.0
37,28.0
38,50.0
39,43.0
40,60.0
41,13.0
42,75.0
43,52.0
44,44.0
45,51.0
46,42.0
47,62.0
48,60.0
49,29.0
50,67.0
51,55.0
52,60.0
53,40.0
54,33.0
55,52.0
56,44.0
57,57.0
58,46.0
59,23.0
60,58.0
61,78.0
62,81.0
63,32.0
64,86.0
65,76.0
66,50.0
67,92.0
68,96.0
69,45.0
70,35.0
71,24.0
72,64.0
73,41.0
74,87.0
75,45.0
76,31.0
77,30.0
78,76.0
79,24.0
80,70.0
81,38.0
82,37.0
83,58.0
84,200.0
85,26.0
86,45.0
87,64.0
88,39.0
89,73.0
90,58.0
91,53.0
92,58.0
93,139.0
94,49.0
95,79.0
96,23.0
97,68.0
98,200.0
99,200.0
100,92.0
101,75.0
102,70.0
103,61.0
104,90.0
105,117.0
106,43.0
107,36.0
108,26.0
109,148.0
110,45.0
111,59.0
112,56.0
113,200.0
114,200.0
115,200.0
116,200.0
117,57.0
118,57.0
119,53.0
120,83.0
121,42.0
122,31.0
123,32.0
124,100.0
125,48.0
126,109.0
127,83.0
128,41.0
129,67.0
130,78.0
131,57.0
132,87.0
133,61.0
134,44.0
135,49.0
136,55.0
137,52.0
138,48.0
139,65.0
140,200.0
141,49.0
142,96.0
143,68.0
144,200.0
145,95.0
146,38.0
147,91.0
148,64.0
149,41.0
150,62.0
151,67.0
152,73.0
153,67.0
154,49.0
155,45.0
156,61.0
157,53.0
158,52.0
159,82.0
160,61.0
161,57.0
162,43.0
163,200.0
164,200.0
165,163.0
166,55.0
167,51.0
168,62.0
169,60.0
170,103.0
171,50.0
172,53.0
173,48.0
174,127.0
175,200.0
176,88.0
177,40.0
178,74.0
179,78.0
180,68.0
181,42.0
182,109.0
183,33.0
184,59.0
185,58.0
186,70.0
187,78.0
188,37.0
189,33.0
190,63.0
191,47.0
192,73.0
193,84.0
194,91.0
195,200.0
196,81.0
197,80.0
198,200.0
199,54.0
200,200.0
201,200.0
202,72.0
203,200.0
204,182.0
205,200.0
206,200.0
207,121.0
208,45.0
209,79.0
210,94.0
211,66.0
