step,value
0,10.0
1,9.0
2,11.0
3,10.0
4,10.0
5,10.0
6,9.0
7,10.0
8,10.0
9,10.0
10,10.0
11,9.0
12,9.0
13,9.0
14,8.0
15,11.0
16,10.0
17,10.0
18,11.0
19,10.0
20,12.0
21,11.0
22,9.0
23,9.0
24,9.0
25,8.0
26,13.0
27,20.0
28,28.0
29,11.0
30,11.0
31,11.0
32,11.0
33,31.0
34,12.0
35,11.0
36,43.0
37,12.0
38,33.0
39,45.0
40,56.0
41,37.0
42,66.0
43,200.0
44,25.0
45,22.0
46,32.0
47,15.0
48,21.0
49,29.0
50,96.0
51,114.0
52,113.0
53,200.0
54,183.0
55,142.0
56,103.0
57,120.0
58,119.0
59,154.0
60,195.0
61,200.0
62,200.0
63,200.0
64,200.0
65,200.0
66,39.0
67,33.0
68,69.0
69,147.0
70,99.0
71,131.0
72,144.0
73,134.0
74,200.0
75,125.0
76,56.0
77,90.0
78,71.0
79,44.0
80,38.0
81,73.0
82,32.0
83,41.0
84,50.0
85,32.0
86,35.0
87,58.0
88,59.0
89,100.0
90,58.0
91,128.0
92,45.0
93,69.0
94,126.0
95,86.0
96,38.0
97,58.0
98,68.0
99,52.0
100,53.0
101,35.0
102,55.0
103,36.0
104,113.0
105,40.0
106,35.0
107,38.0
108,37.0
109,43.0
110,53.0
111,51.0
112,61.0
113,61.0
114,56.0
115,43.0
116,47.0
117,48.0
118,51.0
119,69.0
120,84.0
121,56.0
122,50.0
123,77.0
124,88.0
125,52.0
126,62.0
127,50.0
128,40.0
129,42.0
130,96.0
131,40.0
132,63.0
133,49.0
134,48.0
135,88.0
136,63.0
137,53.0
138,90.0
139,60.0
140,53.0
141,42.0
142,53.0
143,46.0
144,85.0
145,80.0
146,45.0
147,73.0
148,59.0
149,45.0
150,57.0
151,64.0
152,65.0
153,99.0
154,63.0
155,48.0
156,83.0
157,52.0
158,69.0
159,53.0
160,56.0
161,116.0
162,46.0
163,105.0
164,73.0
165,79.0
166,80.0
167,68.0
168,45.0
169,51.0
170,62.0
171,80.0
172,41.0
173,61.0
174,46.0
175,43.0
176,93.0
177,107.0
178,71.0
179,105.0
180,55.0
181,54.0
182,104.0
183,59.0
184,81.0
185,86.0
186,54.0
187,105.0
188,83.0
189,116.0
190,73.0
191,52.0
192,48.0
193,107.0
